	article_id	article_auteur	article_titre	revue_annee	revue_numero	article_page
238	AHMC-06-195	G. Merveilleux	Géographie médicale. Île de La Réunion.	1903	6	195
239	AHMC-06-259	Morel	Notes de géographie médicale. Le Chari.	1903	6	259
240	AHMC-06-269	Vaysse 	Épidémie de diphtérie survenue à Tananarive de juin à décembre 1901. Extrait du Rapport	1903	6	269
241	AHMC-06-272	Abbattucci	Les épidémies pesteuses du foyer chinois de Pak-Hoi.	1903	6	272
242	AHMC-06-290	Séguin	Cas de fièvre paludéenne traités par l'arrhénal.	1903	6	290
243	AHMC-06-306	Garnier (J.-A)	La tuberculose au Congo français.	1903	6	306
244	AHMC-06-312	Lefèvre	Quelques notes sur la fièvre typhoïde qui sévit chaque année dans la caserne d'infanterie en Nouvelle-Calédonie.	1903	6	312
245	AHMC-06-316	Alquier	Un cas de chylurie endémique pure, d'emblée, sans hématurie (filariose), observé à Tahiti.	1903	6	316
246	AHMC-06-319	Rousselot-Bénaud	La fièvre jaune à Grand-Bassam, en 1902.	1903	6	319
247	AHMC-06-327	Noc	"L'empoisonnement par le ""datura stramonium"" chez les condamnés aux travaux forcés."	1903	6	327
248	AHMC-06-330	Vaysse	Morbidité et mortalité des troupes du corps d'occupation de Madagascar en 1901 suivant les régions.	1903	6	330
249	AHMC-06-336	Paul Gouzien	Vaccinations et revaccinations pratiquées en 1901 dans les établissements français de l'Inde.	1903	6	336
250	AHMC-06-340		Variétés. Fréquence des affections du foie en Nouvelle-Calédonie	1903	6	340
251	AHMC-06-342	Rouffiandis	Théories chinoises sur la peste.	1903	6	342
252	AHMC-06-347	Pairault	Composition du fruit de l'avocatier.	1903	6	347
253	AHMC-06-312	Pairault	Analyse d’un savon chinois provenant de Shanghai	1903	6	347
254	AHMC-06-367	Vivie	Géographie médicale. Région nord-ouest de Madagascar.	1903	6	367
255	AHMC-06-420	Gustave Martin	Notes sur les abcès du foie au Cambodge.	1903	6	420
256	AHMC-06-423		Notes sur une épidémie de fièvre jaune qui a régné à Orizaba (Mexique)	1903	6	423
257	AHMC-06-428	A. Kermorgant	Aperçu sur les maladies vénériennes dans les colonies françaises.	1903	6	428
258	AHMC-06-460	Blin	Alcoolisme et tuberculose chez les indigènes du Dahomey.	1903	6	460
259	AHMC-06-467	Yersin	Note sur les épizooties des bovins en Indo-Chine.	1903	6	467
260	AHMC-06-469	Ch.-M.-E Bailly	Maternité de Cholon (Cochinchine).	1903	6	469
261	AHMC-06-477	Noc	Fonctionnement du laboratoire de bactériologie de Nouméa (Nouvelle-Calédonie), années 1901-1902.	1903	6	477
262	AHMC-06-490	Amigues	Variole et vaccine à Anjouan pendant les années 1901-1902.	1903	6	490
263	AHMC-06-497	Roquemaure	Nouvelle méthode rapide d'extirpation du ver de Guinée.	1903	6	497
264	AHMC-06-501	Raoul Dumas	Clinique d'Outre-Mer. Abcès primitif du poumon pris pour un abcès du foie. (opération. — hémoptysie foudroyante. — autopsie.)	1903	6	501
265	AHMC-06-504	Dubruel	Ablation d'un kyste de l'ovaire gauche chez une Annamite.	1903	6	504
266	AHMC-06-508	J.-Abussière	Variétés. La pratique médico-légale dans les établissements français de l'Inde.	1903	6	508
267	AHMC-06-523	Jourdran	Variétés. Sur la résistance des Malgaches aux brûlures électriques et particulièrement à l'érythème provenant des rayons Roentgen.	1903	6	523
268	AHMC-06-535	Buisson	Géographie médicale. Les îles Marquises et les Marquisiens.	1903	6	535
269	AHMC-06-559	A. Calmette	Note sur l'absorption de l'antitoxine tétanique par les plaies ; action immunisante du sérum antitétanique sec employé au pansement des plaies tétanigènes.	1903	6	559
270	AHMC-06-562	Thiroux	Lésions ainhiques dans un cas de lèpre authentique (présence du bacille de Hansen dans le mucus nasal).	1903	6	562
271	AHMC-06-564	Thiroux	Contribution à l'étude de la contagion et de la pathogénie de la lèpre.	1903	6	564
272	AHMC-06-582	Fr.Turié	Considérations sur les faits urologiques observés pendant l'épidémie de fièvre jaune de Cayenne en 1902.	1903	6	582
273	AHMC-06-593	Le Moine	La tuberculose dans les établissements français de l'Océanie.	1903	6	593
274	AHMC-06-609	A. Kermorgant	Maladies épidémiques et contagieuses qui ont régné dans les colonies françaises en 1901.	1903	6	609
275	AHMC-06-597	Mesnard	La tuberculose en Nouvelle-Calédonie.	1903	6	597
276	AHMC-06-602	Bruas	Pied de Madura à grains noirs observé à Madagascar.	1903	6	602
277	AHMC-06-605	A.Kermorgant	Maladies épidémiques et contagieuses qui ont régné dans les colonies françaises en 1901.	1903	6	605
278	AHMC-06-636	Touin	Considérations sur l'établissement d'un sanatorium à Do-Son (Tonkin).	1903	6	636
279	AHMC-06-645	E. Métin	Fonctionnement de l'Institut Pasteur de Saïgon pendant l'année 1902.	1903	6	645
280	AHMC-06-666	Gaide	Pseudo-tuberculose d'origine palustre.	1903	6	666
281	AHMC-06-686	A. Laveran	Variétés. Anopheles et paludisme.	1903	6	686
282	AHMC-06-691		L'hibernation des moustiques	1903	6	691
283	AHMC-06-692	A. Laveran et F. Mesnil	Le Nagana, le Surra et le Caderas constituent trois entités morbides distinctes.	1903	6	692
284	AHMC-06-696		A propos des trypanosomes	1903	6	696
285	AHMC-07-5	Noc	Géographie médicale. Îles Loyalty.	1904	7	5
286	AHMC-07-17	Massiou	La vaccine à Saint-Louis (Sénégal).	1904	7	17
287	AHMC-07-20	Clarac	Prophylaxie de la variole sous les rois Malgaches jusqu'à l'occupation française (contribution à l'étude de la médecine dans les colonies françaises).	1904	7	20
288	AHMC-07-28	Clarac et M.Mainguy	Épidémie de peste de Majunga en 1902.	1904	7	28
289	AHMC-07-47	Rouffiandis	Une épidémie de choléra au Laos.	1904	7	47
290	AHMC-07-53	Verdier	Rapport sur une épidémie au Labé.	1904	7	53
291	AHMC-07-69	Lang ; Noc	Les filaires et la filariose en Nouvelle-Calédonie.	1904	7	69
292	AHMC-07-74	Angier	Notes sur la lèpre au Cambodge.	1904	7	74
293	AHMC-07-84	Cassagnou	Tuberculose et alcoolisme à la Guadeloupe.	1904	7	84
294	AHMC-07-102	Texier	A propos de la filariose.	1904	7	102
295	AHMC-07-104	Blin	La syphilis à Mayotte.	1904	7	104
296	AHMC-07-107	Peyrot	Kérato-conjonctivite par projection de venin.	1904	7	107
297	AHMC-07-110	Réland	Analyse élémentaire de quelques eaux minérales de l'île de la Réunion.	1904	7	110
298	AHMC-07-120	M. L.Bréaudat	Contribution à l'étude de la fabrication de l'indigo.	1904	7	120
299	AHMC-07-131		Variétés. Léproserie de Cochinchine	1904	7	131
300	AHMC-07-141	Marchoux ; Salimbeni ;Simond	La fièvre jaune. Rapport de la mission française composée de MM. Marchoux, Salimbeni et Simond. I	1904	7	141
301	AHMC-07-214	(J.-A.) Bussière	Un cas d'ainhum observé à Pondichéry.	1904	7	214
302	AHMC-07-219	Montel	Épizootie de Surra, à Hatien.	1904	7	219
303	AHMC-07-222	Montel	Gigantisme et acromégalie.	1904	7	222
304	AHMC-07-226	A. Laveran et F.  Mesnil	Sur un protozoaire nouveau (Piroplasma Donovani Lav. et Mesn.), parasite d'une fièvre de l'Inde.	1904	7	226
305	AHMC-07-232	Paul Gouzien	Note sur la syphilis dans les établissements français de l'Inde.	1904	7	232
306	AHMC-07-250	Lidin	La tuberculose à la Martinique.	1904	7	250
307	AHMC-07-256	Talbot	Du suicide par auto-section linguale en Indo-Chine.	1904	7	256
308	AHMC-07-266	Gaide	Contribution à l'étude de l'entéro-colite muco-membraneuse aux colonies.	1904	7	266
309	AHMC-07-274		Relation d'une enquête relative à la maladie du sommeil dans le gouvernement général de l'Afrique occidentale française	1904	7	274
310	AHMC-07-285	Péthellaz	Trois cas d'ectrodactylie symétrique, héréditaire et congénitale.	1904	7	285
311	AHMC-07-286	Clarac	Causes du développement et de la propagation de la variole à Madagascar avant l'occupation française.	1904	7	286
312	AHMC-07-294	Le Moal	Variétés. Brigades de moustiques, comment les organiser. Résumé du travail de Ronald Ross.	1904	7	294
313	AHMC-07-311	Spire	Notes sur le Tranninh.	1904	7	311
314	AHMC-07-326	Judet de la Combe	Morbidité et mortalité d'un convoi d'immigrants japonais en Nouvelle-Calédonie en 1901-1903.	1904	7	326
315	AHMC-07-335	Blin	La tuberculose à Mayotte.	1904	7	335
316	AHMC-07-340	Kermorgant	Prophylaxie du paludisme par la protection mécanique des habitations, à l'aide de toiles métalliques.	1904	7	340
317	AHMC-07-348	Noc	Fonctionnement du service vaccinogène de Nouméa (Nouvelle-Calédonie), 1901-1902.	1904	7	348
318	AHMC-07-354	Jean Legendre	Notes sur le paludisme à Phu-Lang-Thuong.	1904	7	354
319	AHMC-07-357	Noêl Bernard	Le choléra asiatique à Luang-Prabang et dans le Haut-Laos en 1902.	1904	7	357
320	AHMC-07-367	Paul Gouzien	Note sur la framboesia à Pondichéry (statistique hospitalière).	1904	7	367
321	AHMC-07-375	Cassagnou	Des différentes épidémies de fièvre jaune qui ont régné dans les hauteurs de la Guadeloupe.	1904	7	375
322	AHMC-07-385	Kermorgant	Maladies épidémiques et contagieuses qui ont régné dans les colonies françaises en 1902.	1904	7	385
323	AHMC-07-417	Rouffiandis	Note sur l'épidémie de peste du Fou-Tchéou (avril à octobre 1902).	1904	7	417
324	AHMC-07-434	Clarac	Épidémies de variole à Madagascar.	1904	7	434
325	AHMC-07-445	Gustave Raynaud	Variétés. Compte rendu sommaire du XIe Congrès international d'hygiène et de démographie tenu à Bruxelles du 2 au 8 septembre 1903.	1904	7	445
326	AHMC-07-450	Spire	Variétés. De quelques coutumes médicales des Méos du Tranninh (Laos).	1904	7	450
327	AHMC-07-475	E. Pinard et M. Boyé	Géographie médicale. Guinée française.	1904	7	475
328	AHMC-07-520	Bloch	Analyse des eaux servant actuellement à l'alimentation de la ville de Karikal.	1904	7	520
329	AHMC-07-526	E. Devaux	Géographie médicale. Contribution à l'étude des accès pernicieux palustres.	1904	7	526
330	AHMC-07-529	Perrot	Géographie médicale. Fièvre à vomissements noirs chez les enfants créoles de la Guadeloupe.	1904	7	529
331	AHMC-07-534	A. Kermorgant	Notes sur la fièvre jaune à Tampico.	1904	7	534
332	AHMC-07-540		Infirmerie du Chemin de fer de la Côte d'Ivoire	1904	7	540
333	AHMC-07-543	Paul Gouzien	Considérations sur la tuberculose dans l'Inde française.	1904	7	543
334	AHMC-07-547	Hagen	Note sur le pian au Cambodge.	1904	7	547
335	AHMC-07-552	L.Bréaudat	Géographie médicale. Fermentation d'un tourteau d'arachides utilisé comme engrais.	1904	7	552
336	AHMC-07-558	Louis Gouzien ;Le Hardy	Épidémie de fièvre jaune de Grand-Bassam en 1903.	1904	7	558
337	AHMC-07-564	les Drs Aubert ;Jacquin	Géographie médicale. Notes sur l'épidémie de peste qui a régné dans le nord de la Nouvelle-Calédonie (juillet-septembre 1903).	1904	7	564
338	AHMC-07-575	Gaide	Lombricose. Son rôle en pathologie exotique. — Ses relations avec l'appendicite.	1904	7	575
339	AHMC-07-576	Gaide	Géographie médicale. Lombricose. Son rôle en pathologie exotique.  — Ses relations avec l'appendicite	1904	7	576
340	AHMC-07-596	Lhomme	Géographie médicale. Notes sur la léproserie de Pondichéry.	1904	7	596
341	AHMC-07-607	L. Touin	Géographie médicale. Néphrite post-hémoglobinurique et opothérapie.	1904	7	607
342	AHMC-07-612	James Hastie	Variétés. Une épidémie de variole à Madagascar en 1817. 	1904	7	612
343	AHMC-07-615	A. Hagen	L'accouchement chez les Annamites.	1904	7	615
344	AHMC-07-617		La lutte contre l'alcoolisme à Madagascar	1904	7	617
345	AHMC-08-9	Henric	Géographie médicale. La route de Zinder.	1905	8	9
346	AHMC-08-25	A. Kermorgant	Notes sur la lèpre dans nos diverses possessions coloniales.	1905	8	25
347	AHMC-08-67	Viala	Notes sur la fièvre à vomissements noirs des enfants à la Guadeloupe.	1905	8	67
348	AHMC-08-69	Viala	Notes sur la fièvre à vomissements noirs des enfants à la Guadeloupe.	1905	8	69
349	AHMC-08-100	Barbezieux	Le paludisme à Mong-Tseu (Yunnan).	1905	8	100
350	AHMC-08-102	Delay	Quelques notes sur Yun-Nan-Sen, poste consulaire au Yunnan.	1905	8	102
351	AHMC-08-105	J. Peyrot	Un cas de bilharziose vésicale, observé à Tombouctou.	1905	8	105
352	AHMC-08-112	Gaide	Note sur la tuberculose au Tonkin.	1905	8	112
353	AHMC-08-131	J. Cloitre	Note sur le serpent de corail en Nouvelle-Calédonie.	1905	8	131
354	AHMC-08-135	A.-D. Morel.	Statistique générale de la morbidité et de la mortalité dans les établissements hospitaliers des colonies françaises en 1902.	1905	8	135
355	AHMC-08-145	A.  Vivie	À propos d'Aïnhum.	1905	8	145
356	AHMC-08-148	Thiroux	Quelques tentatives d'inoculation de la lèpre.	1905	8	148
357	AHMC-08-154	Montel	Quelques notes sur le pian au Cambodge.	1905	8	154
358	AHMC-08-161	Blin	Le paludisme à Mayotte.	1905	8	161
359	AHMC-08-166	Williams and Norgate	Reports of the trypanosomiasis expedition to the Congo (1903-1904), published for the University Press of Liverpool. 	1905	8	166
360	AHMC-08-173	Decorse	Géographie médicale. Chari et lac Tchad.	1905	8	173
361	AHMC-08-184	Raoul Violle	Rapport de route et de mission	1905	8	184
362	AHMC-08-205	Leclerc	Le pays Oulé. Faune – Flore – Cultures.	1905	8	205
363	AHMC-08-217	Ventrillon	Note sur une nouvelle espèce de moustique de Madagascar (Stegomyia Lamberti).	1905	8	217
364	AHMC-08-221	Gaide	Du rôle du paludisme en obstérique.	1905	8	221
365	AHMC-08-227	J. Vassal	Rétention d'urine par calcul préputial et phimosis.	1905	8	227
366	AHMC-08-230	Clarac	Enquête sur la tuberculose à Madagascar.	1905	8	230
367	AHMC-08-250	L. Boyé	La minéralisation du plasma sanguin, dans le traitement de la fièvre bilieuse hémoglobinurique.	1905	8	250
368	AHMC-08-257	Thibault	Fonctionnement du parc vaccinogène de Diégo-Suarez en 1903.	1905	8	257
369	AHMC-08-271	Coppin	Rapport sur l'épidémie de choléra qui sévit en Perse (1904) et sur l'état actuel de l'hygiène.	1905	8	271
370	AHMC-08-282	A. Vivie	Hernie iléo-caeco-appendiculaire. Hernio-laparotomie, appendicectomie. Guérison.	1905	8	282
371	AHMC-08-285	A. Lacour	Un cas de taenia observé à Lang-Son (Tonkin).	1905	8	285
372	AHMC-08-288	A. Raillet ;A.Henry	Étude du taenia recueilli au Tonkin. Par M. le Dr Lacour.	1905	8	288
373	AHMC-08-294	J. Legendre	Mort subite par perforation spontanée de l'oesophage.	1905	8	294
374	AHMC-08-295		De la fréquence du diabète dans nos établissements de l'Inde (Extrait du Rapport annuel de 1903)	1905	8	295
375	AHMC-08-296	Vassal	Observation d'appendicite et de péritonite consécutive.	1905	8	296
376	AHMC-08-298	F. Noc	Le ver blanc des cases indigènes au Congo (Larve de diptère suceuse de sang observée dans l'état libre de Congo). Premier rapport (pendant l'intérim) de l'expédition de l'École de médecine tropicale de Liverpool au Congo, 1903, par E. J. Dutton, J. L. Todd et C. Christy, traduit de l'anglais.	1905	8	298
377	AHMC-08-304	Marchoux	La fièvre jaune à Rio de Janeiro.	1905	8	304
378	AHMC-08-308	Lhomme	Note sur un nouvel appareil hémostatique stérilisable permettant de régler et de vérifier l'hémostase.	1905	8	308
379	AHMC-08-314	Traduction du Dr Morel (A.-D.)	Variétés. Convention sanitaire intercoloniale des Antilles anglaises, arrêtée dans une conférence tenue à la Barbade, dans la ville de Bridgetown, en 1904, du 25 avril au 6 mai. 	1905	8	314
380	AHMC-08-333	Bouffard	Géographie médicale. Djibouti.	1905	8	333
381	AHMC-08-376	Montel (M.-L.-R	Notes sur le choléra en basse Indo-Chine. Épidémies de Chaudoc, 1902 ; Kampot, 1903. Marche, prophylaxie.	1905	8	376
382	AHMC-08-386	Bouet	La doctrine anophélienne et le paludisme en émyrne (Madagascar).	1905	8	386
383	AHMC-08-410	Huot	Empoisonnement par l'absorption de feuilles de laurier-rose.	1905	8	410
384	AHMC-08-418	Blin	Variole et vaccination à Mayotte.	1905	8	418
385	AHMC-08-424	A. Kermorgant	Maladies endémiques, épidémiques et contagieuses qui ont régné dans les colonies françaises en 1903.	1905	8	424
386	AHMC-08-453	Duperron et Ruelle	Observation d'hermaphrodisme.	1905	8	453
387	AHMC-08-456	Peyrot	Us, coutumes, médecine des Bambaras.	1905	8	456
388	AHMC-08-473	Ruelle	Un traitement de la lèpre. Usité au Mossi (Soudan français).	1905	8	473
389	AHMC-08-483		Variétés. Le paludisme à l'île de La Réunion	1905	8	483
390	AHMC-08-497	Lafont	Géographie médicale. Muhéli.	1905	8	497
391	AHMC-08-521	Coppin	Note sur un nouveau traitement du bouton d'Alep ou Salek en Perse.	1905	8	521
392	AHMC-08-525	Legendre (J.)	Le péril vénérien au Tonkin.	1905	8	525
393	AHMC-08-532	Lemoal	Considérations étiologiques sur la fièvre bilieuse hémoglobinurique.	1905	8	532
394	AHMC-08-539	Talbot	La colite glaireuse endémique du delta Tonkinois.	1905	8	539
395	AHMC-08-546	Houillon	Variole et vaccine en Afrique occidentale française pour l'année 1903.	1905	8	546
396	AHMC-08-549	Houillon	Variole et vaccine en Afrique occidentale française pour l'année 1903.	1905	8	549
397	AHMC-08-568	Gaide	De la distomatose hépatique au Tonkin.	1905	8	568
398	AHMC-08-579	Bouffard	Du mycétome à grains noirs en Afrique.	1905	8	579
399	AHMC-08-591	Angier	Le Béribéri. Notes recueillies à l'hôpital de Choquan de 1902 à 1905.	1905	8	591
400	AHMC-08-609	V. Rouffiandis	La peste bubonique au Tonkin.	1905	8	609
401	AHMC-08-630	Touin	Clinique d'outre-mer. Observation recueillie en Guinée.	1905	8	630
402	AHMC-08-631	Jourdran	Variétés. Curieux tatouages chez une femme Betsileo.	1905	8	631
403	AHMC-08-632		Le paludisme à Tananarive	1905	8	632
404	AHMC-08-634		Enquête sur la fièvre bilieuse hémoglobinurique	1905	8	634
405	AHMC-09-7	Butin	Géographie médicale. L'île de Saint-Barthélémy.	1906	9	7
406	AHMC-09-14	Mias	Géographie médicale. L'île de Saint-Martin.	1906	9	14
407	AHMC-09-21	A. Kermorgant	Prophylaxie du paludisme.	1906	9	21
408	AHMC-09-47	Sarrailhé	Rapport sur l'épidémie de choléra de la province de Thaï-Binh, du 30 mars au 28 mai 1904.	1906	9	47
